# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  6 15:15:44 2017
#
# CONSTRAINT:  where (k2c_disp like 'C%'
# CONSTRAINT:  and k2c_recentflag = 1
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini
354,EPIC 205996447,2MASS J22385437-1455325,EPIC 205996447.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h38m54.39s,339.726635,-14d55m32.4s,-14.925673,0.80032756,2456980.092000,10.400000,0.0833333,0.7700,,,0.36180,21.300,1.900,,,,4028.00,,,,0.61,
357,EPIC 205999468,2MASS J22213759-1450221,EPIC 205999468.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,3,1,22h21m37.59s,335.406620,-14d50m22.1s,-14.839480,12.25823207,2456984.105403,0.076000,1.1170000,,,,,,,,,,,,,,,
358,EPIC 206007892,2MASS J22281062-1435577,EPIC 206007892.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h28m10.62s,337.044270,-14d35m57.8s,-14.599381,6.37961000,2456982.017000,0.023900,0.1158333,0.1000,,,0.01388,1.410,0.126,,,,5347.00,,,,0.83,
359,EPIC 206008091,2MASS J22214817-1435359,EPIC 206008091.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h21m48.17s,335.450723,-14d35m35.8s,-14.593286,12.40073100,2456985.665000,0.032000,0.1687500,0.2100,,,0.01629,1.920,0.171,,,,5749.00,,,,0.98,
360,EPIC 206008091,2MASS J22214817-1435359,EPIC 206008091.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h21m48.17s,335.450723,-14d35m35.8s,-14.593286,7.57672060,2456986.184000,0.019600,0.1504167,0.3600,,,0.01287,1.500,0.134,,,,5749.00,,,,0.98,
362,EPIC 206011496,2MASS J22480755-1429407,EPIC 206011496.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,3,1,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,2.36840828,2456981.653147,0.025000,2.4550000,,,,,,,,,,,,,,,
364,EPIC 206011691,2MASS J22411288-1429202,EPIC 206011691.02,K2-21 c,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h41m12.89s,340.303689,-14d29m20.4s,-14.488987,15.49412230,2456988.483101,0.121000,2.2100000,,,,,,,,,,,,,,,
368,EPIC 206011691,2MASS J22411288-1429202,EPIC 206011691.01,K2-21 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h41m12.89s,340.303689,-14d29m20.4s,-14.488987,9.32389000,2456989.424700,,0.0988300,,,,2.46000,1.250,0.112,,,,4006.00,4.83,,,0.46,
369,EPIC 206024342,2MASS J22050653-1407180,EPIC 206024342.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h05m06.53s,331.277219,-14d07m18.0s,-14.121665,0.91165670,2456980.070000,0.017400,0.0704167,0.9600,,,0.01593,1.350,0.120,,,,5648.00,,,,0.94,
370,EPIC 206024342,2MASS J22050653-1407180,EPIC 206024342.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h05m06.53s,331.277219,-14d07m18.0s,-14.121665,14.63700000,2456985.489800,,0.1546000,,,,2.49000,4.000,0.360,,,,6438.00,4.20,,,1.50,
372,EPIC 206026136,2MASS J22504600-1404116,EPIC 206026136.01,K2-57 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h50m46.01s,342.691712,-14d04m11.6s,-14.069886,9.00630000,2456984.336000,,0.0954000,,,,3.08000,2.100,0.187,,,,4434.00,4.68,,,0.62,
377,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.03,K2-58 d,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,22.88270000,2456998.070300,,0.1333000,,,,1.80000,1.710,0.153,,,,5413.00,4.52,,,0.86,
378,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.02,K2-58 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,2.53726000,2456982.120000,,0.0831700,,,,1.69000,1.620,0.145,,,,5413.00,4.52,,,0.86,
380,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.01,K2-58 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,7.05240378,2456986.977337,0.098000,2.1850000,,,,,,,,,,,,,,,
383,EPIC 206027655,2MASS J22354616-1401398,EPIC 206027655.01,K2-59 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h35m46.16s,338.942343,-14d01m39.9s,-14.027745,20.69210000,2456987.060300,,0.1150000,,,,2.99000,2.410,0.215,,,,5055.00,4.59,,,0.73,
384,EPIC 206027655,2MASS J22354616-1401398,EPIC 206027655.02,K2-59 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h35m46.16s,338.942343,-14d01m39.9s,-14.027745,11.29540000,2456986.709500,,0.0729000,,,,2.86000,2.300,0.205,,,,5055.00,4.59,,,0.73,
386,EPIC 206028176,2MASS J22011206-1400524,EPIC 206028176.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h01m12.07s,330.300307,-14d00m52.4s,-14.014557,9.38260000,2456988.124600,,0.1963000,,,,1.58000,2.390,0.213,,,,6377.00,4.22,,,1.38,
387,EPIC 206029450,2MASS J22233189-1358465,EPIC 206029450.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h23m31.90s,335.882932,-13d58m46.6s,-13.979621,4.23049590,2456980.943000,0.123000,0.0866667,0.1300,,,0.03081,2.560,0.228,,,,4335.00,,,,0.67,
388,EPIC 206032309,2MASS J22445778-1354031,EPIC 206032309.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h44m57.77s,341.240699,-13d54m03.3s,-13.900921,4.11076340,2456982.769000,0.263000,0.0545833,0.0000,,,0.04665,1.010,0.090,,,,2989.00,,,,0.18,
389,EPIC 206036749,2MASS J22095429-1346396,EPIC 206036749.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h09m54.30s,332.476246,-13d46m39.7s,-13.777700,1.13131600,2456982.119000,,0.0360800,,,,3.13000,4.600,0.410,,,,6292.00,4.27,,,1.32,
392,EPIC 206038483,2MASS J22342548-1343541,EPIC 206038483.01,K2-60 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h34m25.48s,338.606184,-13d43m54.1s,-13.731702,3.00234671,2456982.062133,0.440000,3.2710000,,,,,,,,,,,,,,,
394,EPIC 206042996,2MASS J22300326-1336364,EPIC 206042996.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h30m03.26s,337.513575,-13d36m36.4s,-13.610113,0.35490972,2456979.732000,0.055300,0.0445833,0.2500,,,0.02145,1.450,0.129,,,,3893.00,,,,0.57,
395,EPIC 206044803,2MASS J22384194-1333360,EPIC 206044803.01,K2-61 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h38m41.94s,339.674743,-13d33m36.1s,-13.560024,2.57275378,2456983.224737,0.022000,2.1440000,,,,,,,,,,,,,,,
398,EPIC 206049452,2MASS J22180636-1326145,EPIC 206049452.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h18m06.37s,334.526540,-13d26m14.4s,-13.437336,14.45449500,2456989.197000,0.084300,0.0920833,0.7600,,,0.02923,2.210,0.197,,,,4521.00,,,,0.70,
399,EPIC 206049764,2MASS J22092179-1325438,EPIC 206049764.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h09m21.80s,332.340822,-13d25m43.9s,-13.428865,5.63159150,2456979.452000,0.021700,0.2795833,0.5400,,,0.01372,1.230,0.110,,,,5032.00,,,,0.77,
400,EPIC 206055981,2MASS J22312613-1315528,EPIC 206055981.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h31m26.14s,337.858905,-13d15m52.7s,-13.264627,20.64392800,2456997.393000,0.118000,0.0808333,0.4500,,,0.03129,2.540,0.227,,,,4396.00,,,,0.68,
401,EPIC 206056433,2MASS J22204295-1315081,EPIC 206056433.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h20m42.97s,335.179036,-13d15m08.1s,-13.252261,28.56499400,2456998.795000,0.091400,0.1633333,0.6000,,,0.02852,2.250,0.201,,,,4418.00,,,,0.68,
404,EPIC 206061524,2MASS J22201376-1306526,EPIC 206061524.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,3,1,22h20m13.77s,335.057358,-13d06m52.7s,-13.114627,5.87913354,2456986.323358,0.841000,2.4270000,,,,,,,,,,,,,,,
407,EPIC 206082454,2MASS J22211401-1233247,EPIC 206082454.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h21m14.01s,335.308377,-12d33m24.8s,-12.556900,14.31700100,2456982.295000,0.036400,0.1625000,0.0000,,,0.01714,1.800,0.161,,,,5449.00,,,,0.86,
408,EPIC 206082454,2MASS J22211401-1233247,EPIC 206082454.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306945S target=ref>Schmitt et al. 2016</a>,CANDIDATE,,3,1,22h21m14.01s,335.308377,-12d33m24.8s,-12.556900,29.62600000,2456993.540200,,0.1940000,0.0900,89.000,36.800000,0.03480,,,,,,,,,,,
411,EPIC 206096602,2MASS J22172739-1211150,EPIC 206096602.01,K2-62 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h17m27.40s,334.364180,-12d11m15.0s,-12.187498,6.67010938,2456982.692936,0.074000,1.5970000,,,,,,,,,,,,,,,
412,EPIC 206096602,2MASS J22172739-1211150,EPIC 206096602.02,K2-62 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h17m27.40s,334.364180,-12d11m15.0s,-12.187498,16.19660000,2456991.544200,,0.0537000,,,,2.69000,2.140,0.191,,,,4880.00,4.60,,,0.73,
415,EPIC 206101302,2MASS J22134239-1203587,EPIC 206101302.02,K2-63 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,20.25700000,2456989.592900,,0.2288000,,,,1.80000,3.220,0.287,,,,6771.00,4.15,,,1.63,
418,EPIC 206101302,2MASS J22134239-1203587,EPIC 206101302.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,25.45560000,2456983.645400,,0.1767000,,,,2.19000,3.900,0.350,,,,6771.00,4.15,,,1.63,
419,EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.03,WASP-47 e,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,,,,,0.78951800,2456981.345000,,0.0779000,,,,1.34400,1.640,0.146,,,,5950.00,4.32,,,1.10,
424,EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.01,WASP-47 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,,,,,4.15810694,2456982.982151,1.142000,3.7980000,,,,,,,,,,,,,,,
426,EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.02,WASP-47 d,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,,,,,9.03164000,2456988.307500,,0.1775000,,,,2.60000,3.180,0.284,,,,5950.00,4.32,,,1.10,
428,EPIC 206114294,2MASS J22092263-1144033,EPIC 206114294.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h09m22.61s,332.344222,-11d44m03.4s,-11.734278,3.29189700,2456983.342050,,0.0429600,,,,7.77000,3.390,0.302,,,,3850.00,4.88,,,0.40,
429,EPIC 206114630,2MASS J22011933-1143271,EPIC 206114630.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h01m19.33s,330.330530,-11d43m27.4s,-11.724275,7.44487540,2456985.390000,0.061000,0.0429167,0.9600,,,0.03097,2.110,0.188,,,,5132.00,,,,0.78,
430,EPIC 206119924,2MASS J22243636-1134428,EPIC 206119924.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,,,,,4.65567820,2456979.949000,0.012900,0.0787500,0.1000,,,0.01000,0.814,0.073,,,,4264.00,,,,0.66,
433,EPIC 206125618,2MASS J22093926-1125434,EPIC 206125618.01,K2-64 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h09m39.27s,332.413612,-11d25m43.5s,-11.428742,6.53147301,2456986.187975,0.072000,3.1670000,,,,,,,,,,,,,,,
434,EPIC 206135075,2MASS J22314575-1110552,EPIC 206135075.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h31m45.75s,337.940608,-11d10m55.4s,-11.182043,54.97602100,2456982.868000,6.460000,0.2458333,0.6600,,,0.24810,39.100,3.488,,,,6333.00,,,,1.41,
435,EPIC 206135267,2MASS J22131070-1110383 A,EPIC 206135267.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,,,,,2.57308800,2456982.624020,,0.0922500,,,,12.35000,34.000,3.030,,,,5165.00,3.68,,,2.50,
437,EPIC 206135682,2MASS J22103256-1109583,EPIC 206135682.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h10m32.56s,332.635676,-11d09m58.3s,-11.166197,5.02583100,2456983.791000,0.048400,0.0958333,0.2900,,,0.01961,1.720,0.153,,,,4679.00,,,,0.72,
440,EPIC 206144956,2MASS J22125079-1055311,EPIC 206144956.01,K2-65 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,,,,,12.65309622,2456986.321669,0.041000,3.4770000,,,,,,,,,,,,,,,
441,EPIC 206146957,2MASS J21585426-1052301,EPIC 206146957.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,21h58m54.25s,329.726059,-10d52m30.3s,-10.875070,5.76192480,2456979.866000,0.022600,0.0916667,0.1800,,,0.01357,1.370,0.122,,,,5350.00,,,,0.83,
443,EPIC 206151047,2MASS J22145160-1046090,EPIC 206151047.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,3,1,22h14m51.60s,333.715010,-10d46m09.0s,-10.769168,0.35837800,2456983.066340,,,,85.400,4.900000,0.01700,1.650,0.147,,,,5928.00,4.25,-0.169,[Fe/H],0.89,
444,EPIC 206152015,2MASS J22492193-1044362,EPIC 206152015.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,3,1,22h49m21.93s,342.341367,-10d44m36.4s,-10.743431,0.80858305,2456981.702846,1.022000,2.1990000,,,,,,,,,,,,,,,
445,EPIC 206153219,2MASS J22060640-1042414,EPIC 206153219.01,K2-66 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h06m06.41s,331.526700,-10d42m41.6s,-10.711549,5.06965000,2456984.009000,,0.1833000,,,,1.32400,2.490,0.222,,,,5958.00,4.04,,,1.71,
448,EPIC 206154641,2MASS J22493256-1040320,EPIC 206154641.01,WASP-75 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,,,,,2.48450535,2456982.615963,0.879000,1.9190000,,,,,,,,,,,,,,,
451,EPIC 206155547,2MASS J22142551-1039100,EPIC 206155547.01,K2-67 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h14m25.51s,333.606312,-10d39m10.0s,-10.652785,24.39499240,2456985.877957,2.305000,6.0960000,,,,,,,,,,,,,,,
455,EPIC 206159027,2MASS J22160474-1034022,EPIC 206159027.01,K2-68 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h16m04.75s,334.019783,-10d34m02.3s,-10.567318,8.05428000,2456982.328100,,0.1133000,,,,2.11000,1.580,0.141,,,,4746.00,4.63,,,0.68,
456,EPIC 206162305,2MASS J22230229-1029187,EPIC 206162305.01,K2-69 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h23m02.29s,335.759539,-10d29m18.9s,-10.488580,7.06599000,2456982.782500,,0.0675000,,,,4.28000,2.320,0.207,,,,4127.00,4.79,,,0.49,
459,EPIC 206169375,2MASS J22560392-1019561,EPIC 206169375.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,3,1,22h56m03.93s,344.016383,-10d19m56.0s,-10.332234,0.36745300,2457004.524470,,,,85.300,5.200000,0.02460,2.550,0.227,,,,6167.00,4.16,-0.168,[Fe/H],0.95,
460,EPIC 206175552,2MASS J22380276-1012184,EPIC 206175552.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,3,1,22h38m02.77s,339.511537,-10d12m18.4s,-10.205107,6.57986525,2456984.214802,0.561000,1.2250000,,,,,,,,,,,,,,,
463,EPIC 206181769,2MASS J22335419-1005057,EPIC 206181769.01,K2-70 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h33m54.19s,338.475795,-10d05m05.8s,-10.084946,13.98746633,2456984.431881,0.102000,3.9580000,,,,,,,,,,,,,,,
465,EPIC 206192335,2MASS J22103940-0953231,EPIC 206192335.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,3,1,22h10m39.41s,332.664193,-09d53m23.1s,-9.889762,3.59912000,2456983.544600,,0.0698800,,,,1.63000,1.460,0.130,,,,5518.00,4.56,,,0.82,
466,EPIC 206192813,2MASS J22465386-0952538,EPIC 206192813.01,K2-71 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h46m53.86s,341.724437,-09d52m53.8s,-9.881619,6.98541000,2456987.378500,,0.0587000,,,,4.57000,2.150,0.192,,,,4006.00,4.85,,,0.43,
468,EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.01,K2-72 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,5.57739000,2457010.376600,,0.0696000,,,,2.95000,0.750,0.067,,,,3497.00,5.05,,,0.23,
469,EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.03,K2-72 d,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,7.75990000,2456984.785700,,0.0604000,,,,2.86000,0.730,0.065,,,,3497.00,5.05,,,0.23,
470,EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.02,K2-72 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,15.18710000,2456989.468000,,0.0896000,,,,3.34000,0.860,0.077,,,,3497.00,5.05,,,0.23,
472,EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.04,K2-72 e,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,24.16690000,2456987.046000,,0.0938000,,,,3.20000,0.820,0.073,,,,3497.00,5.05,,,0.23,
473,EPIC 206215704,2MASS J22202278-0930341,EPIC 206215704.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151107820V target=ref>Vanderburg et al. 2015</a>,CANDIDATE,,3,1,22h20m22.76s,335.094822,-09d30m34.3s,-9.509531,0.62309386,2456979.787000,0.126000,0.0237500,0.4800,,,0.03441,2.520,0.225,,,,4231.00,,,,0.65,
477,EPIC 206245553,2MASS J22200610-0903219,EPIC 206245553.01,K2-73 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,3,1,22h20m06.11s,335.025479,-09d03m21.9s,-9.056093,7.49491004,2456987.675542,0.058000,3.8300000,,,,,,,,,,,,,,,
480,EPIC 206247743,2MASS J22332842-0901219,EPIC 206247743.01,K2-39 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,3,1,22h33m28.41s,338.368392,-09d01m22.0s,-9.022769,4.60497000,2456985.431500,,0.0000000,,,,2.52000,7.090,0.633,,,,4993.00,3.68,,,2.59,
