# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan  4 16:30:57 2017
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec
5064,10352938,K03756.01,,CANDIDATE,CANDIDATE,6.471754334,5.5410000e-06,-5.5410000e-06,0,,,MCMC,13.48,6.840e+00,-4.160e+00,89.95,,,1338.0,,,757.69,1161.33,-447.88,1,6318.00,175.00,-242.00,4.079,0.249,-0.269,1.6850,0.8540,-0.5200,296.696990,47.407627
5069,2581554,K03835.01,Kepler-1521 b,CONFIRMED,CANDIDATE,47.148408050,7.9190000e-05,-7.9190000e-05,0,,,MCMC,6.46,4.550e+00,-3.660e+00,89.95,,,616.0,,,34.14,78.11,-28.45,1,5089.00,160.00,-148.00,3.872,0.641,-0.391,1.9450,1.3700,-1.1030,292.690280,37.834980
5070,3128552,K02055.03,,CANDIDATE,CANDIDATE,2.504758820,1.0980000e-05,-1.0980000e-05,0,,,MCMC,1.16,4.800e-01,-9.000e-02,85.94,,,1235.0,,,550.70,664.08,-132.92,3,5741.00,155.00,-150.00,4.556,0.032,-0.281,0.8330,0.3400,-0.0680,294.152710,38.233040
5071,10363115,K03908.01,,CANDIDATE,CANDIDATE,59.362719900,3.2860000e-04,-3.2860000e-04,0,,,MCMC,6.06,2.380e+00,-3.900e+00,89.95,,,876.0,,,139.22,165.86,-123.47,1,5897.00,182.00,-176.00,3.455,0.664,-0.191,4.0150,1.5780,-2.5800,299.583370,47.448078
5072,5966810,K03909.01,,CANDIDATE,CANDIDATE,247.860005000,4.0410000e-03,-4.0410000e-03,0,,,MCMC,3.55,1.390e+00,-3.000e-01,88.81,,,305.0,,,2.06,2.40,-0.55,1,6351.00,179.00,-207.00,4.513,0.038,-0.295,0.9210,0.3620,-0.0770,293.818300,41.211460
5074,9761615,K03911.01,Kepler-1528 b,CONFIRMED,CANDIDATE,1.791110205,7.7000000e-06,-7.7000000e-06,0,,,MCMC,1.39,6.000e-01,-1.300e-01,87.66,,,1548.0,,,1356.76,1689.44,-373.95,1,6040.00,144.00,-192.00,4.469,0.046,-0.298,0.9990,0.4290,-0.0920,287.402950,46.573978
5076,2581316,K03681.02,,CANDIDATE,CANDIDATE,10.514201480,5.2070000e-05,-5.2070000e-05,0,,,MCMC,1.92,6.400e-01,-9.300e-01,88.81,,,1364.0,,,817.65,821.14,-630.21,2,6382.00,204.00,-215.00,3.764,0.479,-0.192,2.2740,0.7490,-1.1080,292.627470,37.860142
5078,10795103,K03683.01,Kepler-1515 b,CONFIRMED,CANDIDATE,214.311416400,1.2750000e-04,-1.2750000e-04,0,,,MCMC,9.33,5.290e+00,-1.860e+00,89.95,,,390.0,,,5.49,9.25,-2.39,1,6517.00,148.00,-202.00,4.241,0.138,-0.314,1.3750,0.7790,-0.2750,290.973940,48.178162
5080,8494410,K03685.01,,CANDIDATE,CANDIDATE,208.869086370,7.1870000e-05,-7.1870000e-05,0,,,MCMC,25.57,9.450e+00,-3.190e+00,89.95,,,316.0,,,2.34,2.55,-0.74,1,5914.00,160.00,-169.00,4.421,0.087,-0.259,0.9870,0.3650,-0.1230,291.494600,44.523499
5081,8494410,K03685.02,Kepler-1516 b,CONFIRMED,CANDIDATE,7.259319790,3.6120000e-05,-3.6120000e-05,0,,,MCMC,1.61,5.900e-01,-2.000e-01,88.81,,,967.0,,,206.88,225.05,-65.71,2,5914.00,160.00,-169.00,4.421,0.087,-0.259,0.9870,0.3650,-0.1230,291.494600,44.523499
5088,9761573,K03837.01,,CANDIDATE,CANDIDATE,7.441302500,1.7300000e-04,-1.7300000e-04,0,,,MCMC,49.59,2.291e+01,-7.260e+00,79.64,,,1140.0,,,399.01,552.41,-151.23,1,6540.00,181.00,-256.00,4.314,0.111,-0.275,1.1880,0.5490,-0.1740,287.371700,46.564838
5092,10281221,K03913.01,,CANDIDATE,CANDIDATE,0.582895567,2.7100000e-07,-2.7100000e-07,0,,,MCMC,2.53,9.900e-01,-2.500e-01,88.81,,,2345.0,,,7152.60,8340.60,-2068.85,1,6263.00,169.00,-211.00,4.460,0.050,-0.281,1.0090,0.3990,-0.0980,294.612520,47.343262
5093,6525946,K02093.03,,CANDIDATE,CANDIDATE,0.992140132,4.4810000e-06,-4.4810000e-06,0,,,MCMC,1.32,6.600e-01,-1.500e-01,88.81,,,2124.0,,,4807.01,7325.33,-1574.49,3,6487.00,187.00,-257.00,4.397,0.063,-0.306,1.1180,0.5600,-0.1240,292.954160,41.934799
5096,5784777,K03916.01,Kepler-1529 b,CONFIRMED,CANDIDATE,5.339056860,1.2770000e-05,-1.2770000e-05,0,,,MCMC,1.94,3.460e+00,-1.800e-01,89.95,,,817.0,,,105.25,817.83,-27.49,1,5057.00,156.00,-132.00,4.573,0.062,-0.872,0.7040,1.2580,-0.0660,289.870700,41.040730
5097,6949061,K01960.02,Kepler-343 c,CONFIRMED,CANDIDATE,23.221818900,1.0780000e-04,-1.0780000e-04,0,,,MCMC,1.53,6.700e-01,-1.700e-01,89.95,,,689.0,,,53.23,69.34,-16.72,2,6122.00,168.00,-214.00,4.410,0.072,-0.288,1.0470,0.4580,-0.1160,291.960690,42.433010
5101,7017372,K03689.01,,CANDIDATE,CANDIDATE,5.240904530,2.2710000e-05,-2.2710000e-05,0,,,MCMC,13.15,6.860e+00,-2.630e+00,85.94,,,1325.0,,,728.91,1166.03,-329.66,1,6429.00,189.00,-246.00,4.227,0.166,-0.277,1.3210,0.6890,-0.2640,285.971800,42.545712
5102,7102316,K02028.03,Kepler-351 d,CONFIRMED,CANDIDATE,142.544247000,2.3030000e-03,-2.3030000e-03,0,,,MCMC,2.95,1.290e+00,-2.400e-01,89.38,,,317.0,,,2.39,3.17,-0.57,3,5646.00,164.00,-151.00,4.549,0.031,-0.294,0.8410,0.3690,-0.0670,286.452700,42.657879
5103,11518142,K03762.01,Kepler-1519 b,CONFIRMED,CANDIDATE,240.798939700,6.1170000e-04,-6.1170000e-04,0,,,MCMC,6.84,2.960e+00,-5.600e-01,89.38,,,283.0,,,1.52,1.97,-0.38,1,5911.00,161.00,-174.00,4.530,0.033,-0.308,0.8870,0.3840,-0.0730,296.667910,49.461861
5111,3128552,K02055.04,,CANDIDATE,CANDIDATE,6.130742430,6.9710000e-05,-6.9710000e-05,0,,,MCMC,1.26,5.200e-01,-1.000e-01,81.36,,,916.0,,,166.78,201.11,-40.26,,5741.00,155.00,-150.00,4.556,0.032,-0.281,0.8330,0.3400,-0.0680,294.152710,38.233040
5112,10788461,K03925.01,,CANDIDATE,CANDIDATE,9.207798900,4.0610000e-04,-4.0610000e-04,0,,,MCMC,4.90,2.150e+00,-1.130e+00,87.66,,,972.0,,,211.08,286.00,-100.59,1,5678.00,184.00,-176.00,4.215,0.204,-0.235,1.3030,0.5730,-0.2990,288.162510,48.165150
5113,10788461,K03925.02,Kepler-1530 b,CONFIRMED,CANDIDATE,2.590443400,1.7150000e-04,-1.7150000e-04,0,,,MCMC,2.41,1.060e+00,-5.600e-01,89.38,,,1484.0,,,1147.44,1554.71,-546.81,2,5678.00,184.00,-176.00,4.215,0.204,-0.235,1.3030,0.5730,-0.2990,288.162510,48.165150
5114,10788461,K03925.03,Kepler-1530 c,CONFIRMED,CANDIDATE,5.322740600,6.3310000e-04,-6.3310000e-04,0,,,MCMC,2.40,1.050e+00,-5.500e-01,89.95,,,1167.0,,,438.71,594.42,-209.07,3,5678.00,184.00,-176.00,4.215,0.204,-0.235,1.3030,0.5730,-0.2990,288.162510,48.165150
5117,9715939,K03690.01,,CANDIDATE,CANDIDATE,12.893019175,5.5570000e-06,-5.5570000e-06,0,,,MCMC,73.40,3.780e+01,-1.746e+01,86.52,,,1004.0,,,240.50,378.61,-121.13,1,6387.00,186.00,-246.00,4.178,0.201,-0.269,1.4080,0.7250,-0.3350,294.169890,46.425289
5120,5903301,K03692.01,,CANDIDATE,CANDIDATE,1.160153329,1.7500000e-07,-1.7500000e-07,0,,,MCMC,62.04,2.994e+01,-1.536e+01,63.60,,,2183.0,,,5363.78,7981.71,-2743.75,1,6200.00,195.00,-225.00,4.161,0.229,-0.245,1.3820,0.6670,-0.3420,298.658330,41.138882
5123,8323764,K03767.01,,CANDIDATE,CANDIDATE,6.714251076,5.9800000e-06,-5.9800000e-06,0,,,MCMC,16.46,6.050e+00,-1.790e+00,88.24,,,808.0,,,100.94,119.67,-30.42,1,5159.00,205.00,-163.00,4.508,0.078,-0.462,0.8000,0.2940,-0.0870,299.080570,44.295010
5126,5008245,K03770.01,,CANDIDATE,CANDIDATE,2.607213480,1.8350000e-05,-1.8350000e-05,0,,,MCMC,7.48,5.540e+00,-1.020e+00,83.08,,,1545.0,,,1346.20,3176.80,-498.93,1,6357.00,167.00,-267.00,4.370,0.070,-0.406,1.2170,0.9010,-0.1650,290.936710,40.124920
5131,12784167,K03848.01,Kepler-1522 b,CONFIRMED,CANDIDATE,1.847889171,2.7220000e-06,-2.7220000e-06,0,,,MCMC,1.56,5.500e-01,-1.300e-01,88.24,,,1383.0,,,864.20,885.63,-210.24,1,5770.00,145.00,-153.00,4.552,0.030,-0.259,0.8530,0.3020,-0.0700,289.843230,52.070160
5140,11253711,K01972.02,Kepler-1031 b,CONFIRMED,CANDIDATE,1.226217320,4.5060000e-06,-4.5060000e-06,0,,,MCMC,0.78,3.200e-01,-7.000e-02,88.24,,,1769.0,,,2313.02,2795.43,-631.14,2,6095.00,143.00,-189.00,4.471,0.046,-0.296,0.9910,0.4150,-0.0910,296.089750,48.955372
5142,5435816,K03696.01,,CANDIDATE,CANDIDATE,181.852102700,1.1590000e-04,-1.1590000e-04,0,,,MCMC,38.53,1.728e+01,-3.350e+00,89.95,,,333.0,,,2.91,3.83,-0.81,1,6063.00,152.00,-216.00,4.476,0.041,-0.307,1.0120,0.4540,-0.0880,287.623810,40.605469
5145,9489524,K02029.03,,CANDIDATE,CANDIDATE,6.887298280,5.0510000e-05,-5.0510000e-05,0,,,MCMC,0.66,1.300e-01,-5.000e-02,89.38,,,777.0,,,86.15,52.11,-20.10,3,5238.00,157.00,-136.00,4.603,0.029,-0.120,0.7520,0.1460,-0.0580,299.896510,46.051971
5146,10268903,K03773.01,,CANDIDATE,CANDIDATE,1.103978001,3.7000000e-07,-3.7000000e-07,0,,,MCMC,1112.16,1.995e+02,-2.953e+02,46.41,,,818.0,,,105.80,61.60,-57.37,1,3605.00,118.00,-145.00,4.830,0.129,-0.069,0.4180,0.0750,-0.1110,289.713040,47.343498
5151,2697935,K03853.01,,CANDIDATE,CANDIDATE,21.513071730,4.3940000e-05,-4.3940000e-05,0,,,MCMC,48558.70,2.342e+04,-1.837e+04,50.42,,,1173.0,,,448.25,631.28,-296.30,1,5081.00,118.00,-164.00,3.265,0.292,-0.308,4.8110,2.3200,-1.8200,287.467860,37.966640
5152,3550434,K03854.01,,CANDIDATE,CANDIDATE,1.191049246,1.1310000e-06,-1.1310000e-06,0,,,MCMC,592.29,1.000e+02,-5.555e+01,29.79,,,1349.0,,,781.99,429.93,-206.22,1,5089.00,163.00,-137.00,4.580,0.063,-0.101,0.6930,0.1170,-0.0650,292.922000,38.670292
5153,2558370,K03855.01,,CANDIDATE,CANDIDATE,0.546248176,2.3500000e-07,-2.3500000e-07,0,,,MCMC,63.83,0.000e+00,0.000e+00,72.19,,,2228.0,,,5820.72,0.00,0.00,1,5780.00,,,4.438,,,1.0000,,,287.135960,37.838306
5154,12301181,K02059.02,,CANDIDATE,CANDIDATE,2.185659460,1.5520000e-05,-1.5520000e-05,0,,,MCMC,0.51,4.000e-02,-2.000e-02,81.93,,,1086.0,,,329.23,84.68,-47.12,2,4996.00,103.00,-93.00,4.598,0.017,-0.061,0.7460,0.0570,-0.0290,287.590090,51.060570
5155,5397166,K03856.01,,CANDIDATE,CANDIDATE,1.811966641,3.5990000e-06,-3.5990000e-06,0,,,MCMC,301.38,1.362e+02,-1.603e+02,25.78,,,2573.0,,,10360.38,14839.16,-8387.22,1,5904.00,215.00,-203.00,3.602,0.492,-0.245,3.3480,1.5130,-1.7810,299.859650,40.563950
5157,5015459,K03923.01,,CANDIDATE,CANDIDATE,158.322360200,4.2240000e-04,-4.2240000e-04,0,,,MCMC,51.44,4.320e+00,-5.210e+00,89.38,,,211.0,,,0.47,0.15,-0.14,1,4340.00,130.00,-143.00,4.670,0.066,-0.032,0.5720,0.0480,-0.0580,293.075380,40.122139
5158,11709124,K00435.04,Kepler-154 e,CONFIRMED,CANDIDATE,3.932764650,1.2250000e-05,-1.2250000e-05,0,,,MCMC,1.29,5.500e-01,-9.000e-02,88.24,,,1097.0,,,342.58,427.47,-78.62,3,5937.00,162.00,-155.00,4.559,0.030,-0.297,0.8320,0.3500,-0.0620,289.780520,49.896530
5159,8505920,K02094.02,Kepler-1090 b,CONFIRMED,CANDIDATE,198.680179000,2.1760000e-03,-2.1760000e-03,0,,,MCMC,2.51,1.550e+00,-3.300e-01,89.95,,,288.0,,,1.63,3.23,-0.54,2,5403.00,178.00,-153.00,4.427,0.119,-0.387,0.9060,0.5580,-0.1210,295.662870,44.525841
5162,3838496,K03700.01,,CANDIDATE,CANDIDATE,2.990251430,2.1620000e-06,-2.1620000e-06,0,,,MCMC,115.87,0.000e+00,0.000e+00,79.07,,,1264.0,,,603.02,0.00,0.00,1,5780.00,,,4.438,,,1.0000,,,287.752380,38.929794
5169,6775985,K03780.01,,CANDIDATE,CANDIDATE,27.961477100,3.3460000e-04,-3.3460000e-04,0,,,MCMC,82.32,4.264e+01,-1.506e+01,87.09,,,796.0,,,94.86,147.92,-41.28,1,6770.00,180.00,-277.00,4.249,0.127,-0.295,1.3610,0.7050,-0.2490,291.386750,42.260509
5170,11357192,K03782.01,,CANDIDATE,CANDIDATE,186.517042000,1.3250000e-04,-1.3250000e-04,0,,,MCMC,35.61,1.674e+01,-1.144e+01,89.95,,,452.0,,,9.82,13.66,-5.84,1,5018.00,128.00,-159.00,3.639,0.258,-0.317,2.9900,1.4050,-0.9610,295.087250,49.169899
5171,9533489,K03783.01,,CANDIDATE,CANDIDATE,197.145527700,3.2150000e-04,-3.2150000e-04,0,,,MCMC,61.72,4.465e+01,-1.008e+01,89.95,,,498.0,,,14.53,34.19,-6.07,1,7214.00,222.00,-324.00,4.093,0.100,-0.407,1.9350,1.4000,-0.3160,294.673770,46.122673
5178,4242692,K03928.01,Kepler-1531 b,CONFIRMED,CANDIDATE,1.138543376,2.5870000e-06,-2.5870000e-06,0,,,MCMC,1.27,5.600e-01,-3.500e-01,87.09,,,2414.0,,,8028.94,10269.35,-4315.49,1,6522.00,167.00,-203.00,4.089,0.250,-0.235,1.5280,0.6650,-0.4210,285.146580,39.370789
5182,6105462,K02098.02,Kepler-1093 c,CONFIRMED,CANDIDATE,89.722292000,1.0800000e-03,-1.0800000e-03,0,,,MCMC,2.08,8.700e-01,-4.000e-01,89.38,,,508.0,,,15.69,19.92,-6.90,2,6429.00,190.00,-242.00,4.241,0.170,-0.238,1.2620,0.5320,-0.2420,284.978000,41.420158
5183,8257205,K01986.02,,CANDIDATE,CANDIDATE,7.127686730,4.0350000e-05,-4.0350000e-05,0,,,MCMC,1.17,4.500e-01,-9.000e-02,89.95,,,805.0,,,99.31,122.13,-24.88,2,5463.00,210.00,-174.00,4.594,0.031,-0.220,0.7590,0.2920,-0.0580,298.972170,44.132381
5188,5688997,K03784.01,,CANDIDATE,CANDIDATE,23.870663000,3.4250000e-04,-3.4250000e-04,0,,,MCMC,58.83,2.639e+01,-9.530e+00,87.09,,,711.0,,,60.38,81.87,-23.75,1,6022.00,177.00,-216.00,4.308,0.139,-0.262,1.1660,0.5230,-0.1890,285.841800,40.925449
5189,9489524,K02029.04,,CANDIDATE,CANDIDATE,4.788501570,3.3370000e-05,-3.3370000e-05,0,,,MCMC,0.60,1.200e-01,-4.000e-02,89.38,,,877.0,,,139.82,84.56,-32.63,4,5238.00,157.00,-136.00,4.603,0.029,-0.120,0.7520,0.1460,-0.0580,299.896510,46.051971
5192,7813039,K03787.01,,CANDIDATE,CANDIDATE,141.734027300,5.1370000e-05,-5.1370000e-05,0,,,MCMC,1650.26,6.667e+02,-2.252e+02,89.38,,,380.0,,,4.93,5.83,-1.67,1,5993.00,155.00,-178.00,4.355,0.109,-0.262,1.0990,0.4440,-0.1500,288.439120,43.505249
5195,4164922,K03864.01,,CANDIDATE,CANDIDATE,1.210693282,1.5630000e-06,-1.5630000e-06,0,,,MCMC,180.72,4.856e+02,-1.790e+01,19.48,,,1356.0,,,800.22,11323.00,-209.65,1,5019.00,138.00,-118.00,4.546,0.064,-0.998,0.7470,2.0070,-0.0740,293.344970,39.257809
5196,12061969,K02061.02,,CANDIDATE,CANDIDATE,1.090013327,6.3990000e-06,-6.3990000e-06,0,,,MCMC,1.03,1.700e-01,-7.000e-02,86.52,,,1417.0,,,953.68,506.18,-212.89,2,5093.00,171.00,-138.00,4.582,0.024,-0.108,0.7840,0.1240,-0.0540,291.659520,50.583881
5197,4164922,K03864.02,,CANDIDATE,CANDIDATE,18.257404300,1.0280000e-04,-1.0280000e-04,0,,,MCMC,0.87,2.340e+00,-8.000e-02,89.95,,,549.0,,,21.50,304.25,-5.63,2,5019.00,138.00,-118.00,4.546,0.064,-0.998,0.7470,2.0070,-0.0740,293.344970,39.257809
5198,10328393,K01905.03,Kepler-332 d,CONFIRMED,CANDIDATE,34.211305400,3.1460000e-04,-3.1460000e-04,0,,,MCMC,1.41,1.600e+00,-1.500e-01,89.38,,,481.0,,,12.61,52.99,-3.59,3,5141.00,170.00,-142.00,4.472,0.091,-0.629,0.8610,0.9790,-0.0910,286.662960,47.413700
5200,8299947,K03631.01,,CANDIDATE,CANDIDATE,2.682766142,7.6100000e-07,-7.6100000e-07,0,,,MCMC,79.06,0.000e+00,0.000e+00,87.09,,,1310.0,,,695.41,0.00,0.00,1,5780.00,,,4.438,,,1.0000,,,291.886570,44.224564
5204,2576107,K03709.01,,CANDIDATE,CANDIDATE,205.583293700,1.5000000e-04,-1.5000000e-04,0,,,MCMC,41.71,1.686e+01,-3.470e+00,89.38,,,323.0,,,2.58,3.09,-0.70,1,6328.00,174.00,-224.00,4.516,0.038,-0.300,0.9150,0.3700,-0.0760,291.523130,37.887642
5211,7296094,K03790.01,,CANDIDATE,CANDIDATE,0.890745321,4.3800000e-07,-4.3800000e-07,0,,,MCMC,57.50,0.000e+00,0.000e+00,78.50,,,1890.0,,,3015.62,0.00,0.00,1,5780.00,,,4.438,,,1.0000,,,295.788120,42.846355
5212,5437945,K03791.01,Kepler-460 b,CONFIRMED,CANDIDATE,440.786134000,1.1810000e-03,-1.1810000e-03,0,,,MCMC,6.70,3.160e+00,-1.610e+00,89.95,,,308.0,,,2.14,3.02,-1.06,1,6340.00,176.00,-199.00,4.163,0.218,-0.246,1.3930,0.6560,-0.3360,288.474850,40.651360
5217,9353742,K03867.01,Kepler-1523 b,CONFIRMED,CANDIDATE,0.938750770,1.1630000e-06,-1.1630000e-06,0,,,MCMC,1.55,6.400e-01,-1.300e-01,88.81,,,1796.0,,,2457.37,3006.38,-623.56,1,5825.00,157.00,-180.00,4.516,0.032,-0.298,0.9230,0.3820,-0.0740,296.054050,45.827049
5221,5649206,K03636.01,,CANDIDATE,CANDIDATE,2.446735716,4.4700000e-07,-4.4700000e-07,0,,,MCMC,85.73,0.000e+00,0.000e+00,87.66,,,1351.0,,,788.17,0.00,0.00,1,5780.00,,,4.438,,,1.0000,,,298.958470,40.863552
5225,9101496,K01915.02,Kepler-335 c,CONFIRMED,CANDIDATE,67.845077100,7.5970000e-04,-7.5970000e-04,0,,,MCMC,1.48,5.600e-01,-1.200e-01,89.38,,,447.0,,,9.40,10.15,-2.44,2,6003.00,148.00,-179.00,4.507,0.038,-0.274,0.9320,0.3480,-0.0800,296.064330,45.428619
5226,11450414,K01992.02,Kepler-347 c,CONFIRMED,CANDIDATE,27.321633200,2.4740000e-04,-2.4740000e-04,0,,,MCMC,1.64,6.400e-01,-1.500e-01,89.38,,,629.0,,,37.07,41.08,-10.42,2,6092.00,144.00,-198.00,4.471,0.046,-0.278,0.9980,0.3850,-0.0940,289.199580,49.305721
5229,11241814,K03717.01,,CANDIDATE,CANDIDATE,227.662554400,3.1120000e-04,-3.1120000e-04,0,,,MCMC,49.17,1.821e+01,-5.960e+00,89.38,,,319.0,,,2.46,2.68,-0.78,1,6124.00,164.00,-190.00,4.414,0.082,-0.264,1.0070,0.3730,-0.1220,290.582890,48.960411
5232,12557548,K03794.01,Kepler-1520 b,CONFIRMED,CANDIDATE,0.653553572,1.6100000e-07,-1.6100000e-07,0,,,MCMC,5.32,4.900e-01,-4.700e-01,66.46,,,1436.0,,,1004.07,344.85,-263.32,1,4550.00,140.00,-131.00,4.622,0.043,-0.036,0.6600,0.0600,-0.0590,290.966220,51.504719
5233,3657758,K02034.02,Kepler-1065 c,CONFIRMED,CANDIDATE,2.370307430,1.6910000e-05,-1.6910000e-05,0,,,MCMC,1.56,6.700e-01,-1.200e-01,87.66,,,1256.0,,,588.10,775.10,-147.11,2,5668.00,181.00,-174.00,4.545,0.028,-0.300,0.8680,0.3730,-0.0680,294.511260,38.790501
5241,9517393,K02076.02,Kepler-1085 b,CONFIRMED,CANDIDATE,219.321752800,8.9460000e-04,-8.9460000e-04,0,,,MCMC,6.43,1.760e+00,-5.900e-01,89.95,,,313.0,,,2.27,1.78,-0.61,1,6063.00,145.00,-180.00,4.476,0.042,-0.213,1.0120,0.2780,-0.0920,287.477630,46.141178
5243,3534118,K03641.01,,CANDIDATE,CANDIDATE,178.412972760,2.5690000e-05,-2.5690000e-05,0,,,MCMC,119.75,5.083e+01,-8.440e+00,89.95,,,303.0,,,2.00,2.50,-0.44,1,5934.00,159.00,-151.00,4.577,0.030,-0.294,0.7940,0.3370,-0.0560,288.327850,38.627621
5249,10735331,K03720.01,,CANDIDATE,CANDIDATE,213.399072100,1.0810000e-04,-1.0810000e-04,0,,,MCMC,28.34,1.830e+01,-5.110e+00,89.38,,,423.0,,,7.59,15.19,-3.24,1,6953.00,180.00,-271.00,4.230,0.108,-0.360,1.4650,0.9460,-0.2640,293.490660,48.095371
5250,7763269,K03721.01,,CANDIDATE,CANDIDATE,6.408042740,4.3970000e-05,-4.3970000e-05,0,,,MCMC,41.81,2.049e+01,-6.860e+00,82.51,,,1157.0,,,424.01,633.55,-170.32,1,6261.00,185.00,-238.00,4.293,0.141,-0.276,1.1940,0.5850,-0.1960,295.154910,43.444321
5257,8827930,K03801.01,,CANDIDATE,CANDIDATE,288.313009900,5.2570000e-04,-5.2570000e-04,0,,,MCMC,11.26,4.530e+00,-8.600e-01,89.95,,,269.0,,,1.24,1.50,-0.33,1,5825.00,165.00,-215.00,4.504,0.033,-0.290,0.9650,0.3880,-0.0740,295.206940,45.098190
5260,11911561,K03875.01,,CANDIDATE,CANDIDATE,8.870417153,8.9400000e-06,-8.9400000e-06,0,,,MCMC,13045.60,6.325e+03,-4.360e+03,50.42,,,1151.0,,,414.26,625.22,-251.84,1,6022.00,198.00,-182.00,4.027,0.346,-0.258,1.5140,0.7340,-0.5060,290.149140,50.239178
5261,3440118,K03876.01,,CANDIDATE,CANDIDATE,19.577765700,1.6090000e-04,-1.6090000e-04,0,,,MCMC,2.41,8.000e-01,-5.100e-01,89.95,,,755.0,,,76.71,73.76,-33.63,1,5839.00,153.00,-147.00,4.247,0.206,-0.214,1.1730,0.3870,-0.2480,290.440670,38.523560
5263,4472818,K03878.01,Kepler-1524 b,CONFIRMED,CANDIDATE,70.967460300,1.7230000e-04,-1.7230000e-04,0,,,MCMC,2.86,1.020e+00,-4.300e-01,89.95,,,460.0,,,10.55,11.02,-3.66,1,5900.00,155.00,-151.00,4.379,0.125,-0.243,1.0020,0.3580,-0.1490,293.885410,39.519810
5266,9411166,K01922.03,Kepler-1016 c,CONFIRMED,CANDIDATE,105.655136900,5.4520000e-04,-5.4520000e-04,0,,,MCMC,3.50,1.250e+00,-3.100e-01,89.95,,,392.0,,,5.59,5.76,-1.54,2,6060.00,155.00,-199.00,4.495,0.043,-0.263,0.9530,0.3380,-0.0860,294.613650,45.984619
5269,6508221,K00416.03,,CANDIDATE,CANDIDATE,9.747680260,8.4400000e-05,-8.4400000e-05,0,,,MCMC,0.76,1.800e-01,-5.000e-02,89.38,,,698.0,,,56.05,40.51,-12.77,3,5262.00,168.00,-137.00,4.598,0.027,-0.143,0.7610,0.1770,-0.0560,286.865480,41.989079
5270,12154526,K02004.02,Kepler-1047 c,CONFIRMED,CANDIDATE,3.188976010,2.0380000e-05,-2.0380000e-05,0,,,MCMC,0.79,3.200e-01,-8.000e-02,89.38,,,1219.0,,,521.23,615.76,-143.85,2,5798.00,151.00,-163.00,4.467,0.058,-0.281,0.9580,0.3860,-0.0950,288.646270,50.788979
