rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_rvamp,pl_eqt,pl_insol,pl_bmassprov,pl_bmassj,pl_bmasse,pl_dens,pl_radj,pl_rade,pl_rads,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_radv,st_sp,st_spstr,st_age
1102,Kepler-1164,b,Transit,1,3.97599768,,,,0,1,0,19h10m07.11s,287.529634,+38d53m40.2s,38.894513,447,5183,0.85,0.79,16/5/10,Kepler-1164 b,,,,,,,,0.1,1.12,0.01,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.16864224,70.080553,13.291832,298.533256,60.608976,,,,,3.63
1103,Kepler-1165,b,Transit,1,9.478522,,,,0,1,0,19h07m53.10s,286.971267,+44d42m29.9s,44.708302,1081,6080,1.13,1.18,16/5/10,Kepler-1165 b,,,,,,,,0.138,1.55,0.014,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.1314178,75.422344,15.987774,301.105007,66.324525,,,,,3.24
1104,Kepler-1166,b,Transit,1,33.2406882,,,,0,1,0,19h21m23.64s,290.348519,+50d54m10.3s,50.902855,648,5446,0.9,0.86,16/5/10,Kepler-1166 b,,,,,,,,0.151,1.69,0.015,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.35656793,82.280571,16.303647,313.167796,71.304598,,,,,4.9
1105,Kepler-1167,b,Transit,1,1.00393374,,,,0,1,0,19h53m12.65s,298.302714,+47d41m38.5s,47.694023,811,4971,0.79,0.75,16/5/10,Kepler-1167 b,,,,,,,,0.153,1.71,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.88684762,81.686771,10.236652,321.976678,66.101783,,,,,4.27
1106,Kepler-1168,b,Transit,1,55.8226539,,,,0,1,0,19h09m11.45s,287.297694,+47d27m19.6s,47.455437,911,5157,0.87,0.82,16/5/10,Kepler-1168 b,,,,,,,,0.223,2.5,0.023,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.1531796,78.161431,16.820864,303.895011,68.868325,,,,,4.27
1107,Kepler-1169,b,Transit,1,6.11009134,,,,0,1,0,19h39m38.78s,294.911573,+46d29m29.3s,46.491463,538,6191,1.24,1.23,16/5/10,Kepler-1169 b,,,,,,,,0.084,0.94,0.009,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.66077153,79.493695,11.699364,315.55935,66.03572,,,,,1.38
1108,Kepler-117,b,Transit,2,18.7959228,0.1445,0.0493,88.74,0,1,0,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430,6150,1.13,1.61,14/11/19,Kepler-117 b,6.5,984,,Mass,0.094,29.875,0.3,0.719,8.059,0.074,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...573A.124B target=ref>Bruno et al. 2015</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.25286913,79.125338,16.114867,307.086447,69.072253,,-12.95,3.8,F8 V,5.3
1109,Kepler-117,c,Transit,2,50.790391,0.2804,0.0323,89.64,0,1,0,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430,6150,1.13,1.61,14/11/19,Kepler-117 c,90.4,704,,Mass,1.84,584.78,1.74,1.101,12.341,0.113,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...573A.124B target=ref>Bruno et al. 2015</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.25286913,79.125338,16.114867,307.086447,69.072253,,-12.95,3.8,F8 V,5.3
1110,Kepler-1170,b,Transit,1,9.98969327,,,,0,1,0,19h28m40.46s,292.16858,+43d46m46.8s,43.779675,911,5069,0.8,0.76,16/5/10,Kepler-1170 b,,,,,,,,0.215,2.41,0.022,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.47790533,76.129636,12.213042,308.849643,64.258288,,,,,4.9
1111,Kepler-1171,b,Transit,1,1.44259224,,,,0,1,0,19h39m50.14s,294.958925,+38d35m29.7s,38.591578,615,7044,1.58,1.95,16/5/10,Kepler-1171 b,,,,,,,,0.228,2.56,0.023,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.66392837,72.425192,7.967927,309.364988,58.6676,,,,,1.35
1112,Kepler-1172,b,Transit,1,26.0204423,,,,0,1,0,19h21m53.88s,290.474507,+37d45m59.8s,37.766598,1292,5558,0.92,0.89,16/5/10,Kepler-1172 b,,,,,,,,0.285,3.2,0.029,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.36496713,70.043496,10.721527,302.392256,58.924944,,,,,4.37
1113,Kepler-1173,b,Transit,1,0.7698536,,,,0,1,0,19h32m31.46s,293.131095,+45d39m48.8s,45.663548,402,5252,0.86,0.82,16/5/10,Kepler-1173 b,,,,,,,,0.079,0.89,0.008,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.542073,78.169051,12.429241,311.978037,65.765584,,,,,4.79
1114,Kepler-1174,b,Transit,1,6.89225223,,,,0,1,0,18h47m19.55s,281.831445,+42d17m56.1s,42.298916,829,5936,1.04,1.04,16/5/10,Kepler-1174 b,,,,,,,,0.142,1.59,0.015,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.788763,71.652564,18.583628,290.931141,64.880844,,,,,3.55
1115,Kepler-1175,b,Transit,1,37.94563,,,,0,1,0,19h16m34.25s,289.142702,+46d48m46.4s,46.812897,1244,5453,0.9,0.86,16/5/10,Kepler-1175 b,,,,,,,,0.267,2.99,0.027,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.27618013,78.049235,15.415003,306.511893,67.840251,,,,,4.17
1116,Kepler-1176,b,Transit,1,24.1738579,,,,0,1,0,19h51m40.73s,297.919728,+45d16m27.0s,45.274162,1023,5844,1.01,1.02,16/5/10,Kepler-1176 b,,,,,,,,0.219,2.45,0.022,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.8613152,79.416157,9.27864,318.856782,64.052434,,,,,3.8
1117,Kepler-1177,b,Transit,1,106.247547,,,,0,1,0,19h06m41.14s,286.671437,+49d24m22.6s,49.406288,829,5712,0.98,0.97,16/5/10,Kepler-1177 b,,,,,,,,0.17,1.9,0.017,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.11142913,79.902924,17.923639,304.673677,70.844855,,,,,4.47
1118,Kepler-1178,b,Transit,1,31.80634,,,,0,1,0,19h13m49.45s,288.456062,+45d48m07.6s,45.802124,336,4990,0.8,0.75,16/5/10,Kepler-1178 b,,,,,,,,0.095,1.07,0.01,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.23040413,76.891533,15.45045,304.465396,67.046163,,,,,4.68
1119,Kepler-1179,b,Transit,1,2.68505749,,,,0,1,0,18h56m23.43s,284.09764,+47d48m38.3s,47.810638,454,5212,0.84,0.81,16/5/10,Kepler-1179 b,,,,,,,,0.118,1.32,0.012,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.93984267,77.700948,18.961817,298.37257,69.864977,,-26.04,,,4.9
1120,Kepler-118,b,Transit,2,7.518496,0.073,,,0,1,0,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,,5274,0.86,1.09,14/5/14,Kepler-118 b,,,,,,,,0.175,1.96,0.018,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.94754426,76.530184,6.534325,317.336521,60.154078,,,,,
1121,Kepler-118,c,Transit,2,20.17202,0.141,,,0,1,0,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,,5274,0.86,1.09,14/5/14,Kepler-118 c,,,,,,,,0.685,7.68,0.07,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.94754426,76.530184,6.534325,317.336521,60.154078,,,,,
1122,Kepler-1180,b,Transit,1,16.8601286,,,,0,1,0,19h43m33.00s,295.88751,+43d09m21.8s,43.156063,1284,6077,1.09,1.14,16/5/10,Kepler-1180 b,,,,,,,,0.178,1.99,0.018,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.725834,76.823064,9.528149,313.978918,62.698365,,,,,3.09
1123,Kepler-1181,b,Transit,1,4.89337519,,,,0,1,0,19h18m59.36s,289.747314,+39d31m24.5s,39.523468,867,6176,1.17,1.3,16/5/10,Kepler-1181 b,,,,,,,,0.14,1.57,0.014,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.31648759,71.405401,11.996812,302.256999,60.770068,,,,,3.24
1124,Kepler-1182,b,Transit,1,11.17394617,,,,0,1,0,19h45m13.91s,296.307949,+43d49m16.9s,43.82135,1258,5924,1.04,1.05,16/5/10,Kepler-1182 b,,,,,,,,0.215,2.41,0.022,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.75386327,77.563515,9.577985,315.160817,63.195072,,,,,3.39
1125,Kepler-1183,b,Transit,1,28.5057189,,,,0,1,0,19h28m55.78s,292.232425,+38d53m32.0s,38.892222,1378,5765,1,0.99,16/5/10,Kepler-1183 b,,,,,,,,0.252,2.82,0.026,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.48216167,71.693259,9.990258,305.605001,59.61344,,,,,4.27
1126,Kepler-1184,b,Transit,1,53.5991044,,,,0,1,0,19h25m07.69s,291.282055,+46d57m57.6s,46.965996,1193,5983,1.05,1.07,16/5/10,Kepler-1184 b,,,,,,,,0.239,2.68,0.025,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.41880367,78.811105,14.142898,310.242566,67.454665,,,,,3.55
1127,Kepler-1185,b,Transit,1,104.3518976,,,,0,1,0,19h08m57.88s,287.241174,+39d19m57.9s,39.332757,296,5622,0.96,0.87,16/5/10,Kepler-1185 b,,,,,,,,0.119,1.33,0.012,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.14941158,70.397502,13.675441,298.30719,61.088585,,,,,1.55
1128,Kepler-1186,b,Transit,1,16.07677615,,,,0,1,0,19h13m55.11s,288.479641,+47d06m06.4s,47.101768,1112,5635,0.95,0.93,16/5/10,Kepler-1186 b,,,,,,,,0.199,2.23,0.02,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.23197607,78.140213,15.944709,305.639738,68.266893,,,,,4.47
1129,Kepler-1187,b,Transit,1,18.87064068,,,,0,1,0,19h07m34.08s,286.892005,+38d19m06.8s,38.318556,1029,5975,1.06,1.09,16/5/10,Kepler-1187 b,,,,,,,,0.233,2.61,0.024,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.12613365,69.330613,13.510462,297.276155,60.168296,,,,,3.39
1130,Kepler-1188,b,Transit,1,17.1369543,,,,0,1,0,18h52m24.92s,283.103838,+43d08m53.0s,43.148045,1202,5913,1.04,1.06,16/5/10,Kepler-1188 b,,,,,,,,0.186,2.08,0.019,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.8735892,72.833887,18.003381,293.527364,65.520541,,,,,4.17
1131,Kepler-1189,b,Transit,1,3.78858982,,,,0,1,0,19h53m42.32s,298.426343,+47d56m48.4s,47.946785,883,6012,1.11,1.16,16/5/10,Kepler-1189 b,,,,,,,,0.158,1.77,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.89508953,81.95201,10.28824,322.451586,66.286267,,,,,3.39
1132,Kepler-119,b,Transit,2,2.422082,0.035,,,0,1,0,19h43m47.14s,295.946421,+42d39m32.1s,42.658924,,5595,,0.84,14/5/14,Kepler-119 b,,,,,,,,0.321,3.6,0.033,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.7297614,76.40114,9.252959,313.661078,62.221486,,,,,
1133,Kepler-119,c,Transit,2,4.125103,0.049,,,0,1,0,19h43m47.14s,295.946421,+42d39m32.1s,42.658924,,5595,,0.84,14/5/14,Kepler-119 c,,,,,,,,0.082,0.92,0.008,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.7297614,76.40114,9.252959,313.661078,62.221486,,,,,
1134,Kepler-1190,b,Transit,1,10.45843441,,,,0,1,0,18h59m59.91s,284.999621,+49d28m47.9s,49.479977,384,4730,0.76,0.72,16/5/10,Kepler-1190 b,,,,,,,,0.119,1.33,0.012,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.99997473,79.575175,18.967828,301.592741,71.277824,,,,,3.98
1135,Kepler-1191,b,Transit,1,5.60014851,,,,0,1,0,19h26m37.87s,291.657776,+48d00m33.5s,48.009315,876,5308,0.85,0.81,16/5/10,Kepler-1191 b,,,,,,,,0.135,1.51,0.014,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.44385173,79.898179,14.349802,311.937054,68.318527,,,,,4.57
1136,Kepler-1192,b,Transit,1,25.2034787,,,,0,1,0,18h48m33.74s,282.140566,+43d53m47.7s,43.89658,1108,5438,0.86,0.83,16/5/10,Kepler-1192 b,,,,,,,,0.211,2.36,0.022,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.80937107,73.319628,18.917632,292.244128,66.400868,,,,,4.47
1137,Kepler-1193,b,Transit,1,2.83265213,,,,0,1,0,19h12m34.74s,288.144759,+51d16m32.3s,51.275627,695,5908,1.08,1.21,16/5/10,Kepler-1193 b,,,,,,,,0.118,1.32,0.012,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.2096506,82.090976,17.725593,309.649164,72.222994,,,,,5.01
1138,Kepler-1194,b,Transit,1,16.22371307,,,,0,1,0,19h26m47.89s,291.699538,+38d08m43.0s,38.145265,616,5590,0.94,0.92,16/5/10,Kepler-1194 b,,,,,,,,0.135,1.51,0.014,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.44663589,70.825329,10.025159,304.396552,59.020526,,,,,4.79
1139,Kepler-1195,b,Transit,1,8.49642241,,,,0,1,0,18h57m24.26s,284.351087,+40d51m10.7s,40.852979,812,4965,0.74,0.71,16/5/10,Kepler-1195 b,,,,,,,,0.186,2.08,0.019,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.95673916,70.949773,16.30477,294.46141,63.078759,,,,,4.47
1140,Kepler-1196,b,Transit,1,66.1849031,,,,0,1,0,19h29m28.69s,292.369561,+43d54m38.9s,43.910809,946,5756,0.98,0.97,16/5/10,Kepler-1196 b,,,,,,,,0.199,2.23,0.02,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.49130407,76.315313,12.140483,309.268067,64.330873,,,,,3.98
1141,Kepler-1197,b,Transit,1,2.03231845,,,,0,1,0,19h26m40.63s,291.669272,+42d35m26.6s,42.59071,505,4708,0.78,0.72,16/5/10,Kepler-1197 b,,,,,,,,0.112,1.25,0.011,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.44461813,74.873376,12.019364,307.170433,63.260712,,,,,2.69
1142,Kepler-1198,b,Transit,1,7.6847716,,,,0,1,0,19h15m20.16s,288.834008,+44d50m17.7s,44.838249,777,5517,0.93,0.9,16/5/10,Kepler-1198 b,,,,,,,,0.131,1.47,0.013,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.25560053,76.085228,14.822848,304.324078,66.04791,,,,,4.68
1143,Kepler-1199,b,Transit,1,15.0447198,,,,0,1,0,19h34m54.21s,293.725872,+47d14m49.4s,47.247044,540,5889,0.94,1.17,16/5/10,Kepler-1199 b,,,,,,,,0.103,1.15,0.011,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.5817248,79.809642,12.763611,314.484384,67.057972,,,,,7.76
1144,Kepler-12,b,Transit,1,4.4379629,0.0553,,88.796,0,1,0,19h04m58.42s,286.243425,+50d02m25.4s,50.040382,600,5947,1.17,1.48,15/10/15,Kepler-12 b,48.2,1480,,Mass,0.432,137.30256,0.11,1.754,19.661,0.18,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>,2011,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197....9F target=ref> Fortney et al. 2011 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.082895,80.423384,18.407464,304.557051,71.535667,,,,,
1145,Kepler-120,b,Transit,2,6.312501,0.055,,,0,1,0,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,,4096,,0.53,14/5/14,Kepler-120 b,,,,,,,,0.192,2.15,0.02,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.19277549,70.615666,13.219239,299.316718,60.970058,,,,,
1146,Kepler-120,c,Transit,2,12.794585,0.088,,,0,1,0,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,,4096,,0.53,14/5/14,Kepler-120 c,,,,,,,,0.136,1.53,0.014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.19277549,70.615666,13.219239,299.316718,60.970058,,,,,
1147,Kepler-1200,b,Transit,1,1.11854972,,,,0,1,0,19h46m24.83s,296.603451,+44d07m45.3s,44.129257,579,4612,0.74,0.7,16/5/10,Kepler-1200 b,,,,,,,,0.095,1.06,0.01,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.7735634,77.94095,9.539258,315.86585,63.394172,,,,,3.02
1148,Kepler-1201,b,Transit,1,15.18725932,,,,0,1,0,19h38m27.56s,294.614827,+40d49m59.4s,40.833172,1202,6177,1.15,1.24,16/5/10,Kepler-1201 b,,,,,,,,0.204,2.29,0.021,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.64098847,74.295237,9.262668,310.345161,60.87022,,,,,2.95
